,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
18,2lFlveK1y13WWp3vnQtrr3,Five For Fighting,The Battle for Everything,100 Years,66,244600,False,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,4,acoustic,https://www.last.fm/music/five%2bfor%2bfighting/_/100%2byears,100 Years,Five for Fighting,['mellow'],18,6.496153846153846,3.902019230769232,6.106249999999999,b7b85a46-319d-40fa-9b6b-364473b3f5c1,2lFlveK1y13WWp3vnQtrr3,piano
19,0muntSMuAZzcwYBBMZj6sf,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,Fine On The Outside,52,252466,False,0.495,0.185,9,-13.824,1,0.0288,0.692,0.00403,0.109,0.196,101.89,4,acoustic,https://www.last.fm/music/priscilla%2bahn/_/fine%2bon%2bthe%2boutside,Fine On The Outside,Priscilla Ahn,['lonely'],5,4.921428571428572,2.56,4.91,cbb18ace-442f-4c6f-846b-666d9c665d5a,0muntSMuAZzcwYBBMZj6sf,anime
20,1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Into The Wild (Music For The Motion Picture),Rise,60,156453,False,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,3,acoustic,https://www.last.fm/music/eddie%2bvedder/_/rise,Rise,Eddie Vedder,['mellow'],14,6.20375,3.537,5.880249999999999,5a7a9590-bcb0-4b61-8ee7-1aee9f0e1129,1bhpBRCLsVg3p7BWARbaDS,acoustic
22,6dwkFmLUz6hx2CZG2EqLol,Howie Day,Stop All The World Now,Collide,66,249120,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic,https://www.last.fm/music/howie%2bday/_/collide,Collide,Howie Day,"['romantic', 'mellow']",15,6.466126126126124,3.7940540540540537,5.986756756756757,817fcfdd-2261-4c73-9382-67b1e4a61837,6dwkFmLUz6hx2CZG2EqLol,acoustic
23,7aohwSiTDju51QmC54AUba,Ingrid Michaelson,Be OK,You And I,63,148400,False,0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,135.027,4,acoustic,https://www.last.fm/music/ingrid%2bmichaelson/_/you%2band%2bi,You And I,Ingrid Michaelson,"['happy', 'romantic', 'quirky', 'mellow']",18,7.573459715639809,5.007345971563981,6.278104265402844,cdc2a44f-2e72-46f1-b7d9-629481050dab,7aohwSiTDju51QmC54AUba,singer-songwriter
24,5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Wreck of the Day,Breathe (2 AM),65,279826,False,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,3,acoustic,https://www.last.fm/music/anna%2bnalick/_/breathe%2b%25282%2bam%2529,Breathe (2 AM),Anna Nalick,['mellow'],12,6.068837209302327,3.339186046511628,6.0809302325581385,cd1d25a5-ff4c-4a0b-b982-b4e72b5199de,5auMzVHFr5Zfw6IbKarZ56,pop
25,33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Till The Sun Turns Black,Empty,48,317280,False,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,4,acoustic,https://www.last.fm/music/ray%2blamontagne/_/empty,Empty,Ray LaMontagne,['melancholy'],22,5.690416666666668,3.509791666666666,5.752291666666665,40494413-5423-4933-962e-199d86b35af2,33JX2be3eKVhl5xk8YQhVc,singer-songwriter
26,1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,306200,False,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic,https://www.last.fm/music/ray%2blamontagne/_/hold%2byou%2bin%2bmy%2barms,Hold You in My Arms,Ray LaMontagne,['mellow'],15,6.682988505747128,4.043103448275863,6.082298850574713,20ea8a2c-0e12-47e4-b450-111cd0fd018c,1U1GtaJeYwGsPgqV9Me5bb,folk
27,72SPsHheqN6J3sI520jT9E,Amos Lee,Amos Lee,Colors,64,160453,False,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,4,acoustic,https://www.last.fm/music/amos%2blee/_/colors,Colors,Amos Lee,['mellow'],19,6.335779220779221,3.166558441558442,6.4845454545454535,b6ddaa3b-2066-44c1-b046-13cc7859a9c2,72SPsHheqN6J3sI520jT9E,folk
28,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,The Blessed Unrest,I Choose You,63,218573,False,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4,acoustic,https://www.last.fm/music/sara%2bbareilles/_/i%2bchoose%2byou,I Choose You,Sara Bareilles,"['happy', 'romantic']",3,8.02,5.4725,6.375,55733062-5667-47a6-b821-0c3ffa240e1d,7jJH8F3PHlNvxfqEAAfFDl,pop
29,6JNEDSev5Tp5VQR04SEBfV,Mindy Gledhill,Anchor,I Do Adore,53,149160,False,0.69,0.334,9,-5.626,1,0.066,0.947,0.0,0.0895,0.8,74.721,4,acoustic,https://www.last.fm/music/mindy%2bgledhill/_/i%2bdo%2badore,I Do Adore,Mindy Gledhill,['quiet'],5,7.211666666666667,4.055,6.59,08119975-e901-497c-9056-5b9fa9df6595,6JNEDSev5Tp5VQR04SEBfV,happy
30,2Dz5WpEWA0vhnMmEPYiZ2y,Parachute,Losing Sleep,She Is Love,60,146066,False,0.629,0.174,6,-9.697,1,0.141,0.616,0.0,0.118,0.305,134.295,1,acoustic,https://www.last.fm/music/parachute/_/she%2bis%2blove,She Is Love,Parachute,['mellow'],9,6.94,4.060697674418605,6.210581395348838,e2c7f4ba-6aac-4ca7-8450-7bd1ba80caac,2Dz5WpEWA0vhnMmEPYiZ2y,acoustic
31,2fSIF8CJhoc9CJhF9vJDXp,Ray LaMontagne,Trouble,Jolene,64,250866,False,0.588,0.142,7,-15.196,1,0.0329,0.863,0.000162,0.0953,0.288,119.656,4,acoustic,https://www.last.fm/music/ray%2blamontagne/_/jolene,Jolene,Ray LaMontagne,"['melancholy', 'sad', 'mellow']",12,5.705040650406504,3.298861788617886,5.990162601626016,614864fb-fc52-45c9-ad78-8152532a7bd7,2fSIF8CJhoc9CJhF9vJDXp,folk
32,7JRJOLKHz88pR0YS4pVCao,Greg Laswell,Three Flights From Alto Nido,Sweet Dream,53,67746,False,0.41,0.234,1,-15.236,1,0.0421,0.798,0.00304,0.108,0.19,93.72,4,acoustic,https://www.last.fm/music/greg%2blaswell/_/sweet%2bdream,Sweet Dream,Greg Laswell,"['delicate', 'peaceful', 'soft']",6,7.7775,4.68375,6.295,13bbaf68-d280-4278-8c7c-b90f6c917698,7JRJOLKHz88pR0YS4pVCao,happy
33,0ngtyvPUKR4YTtkVKvZP02,Priscilla Ahn,A Good Day,Dream,54,211240,False,0.512,0.248,2,-10.359,1,0.0275,0.75,2.96e-05,0.114,0.158,109.692,3,acoustic,https://www.last.fm/music/priscilla%2bahn/_/dream,Dream,Priscilla Ahn,['soft'],16,6.84293650793651,3.853412698412699,6.064444444444444,6b898d7b-090b-4b2f-83b3-ebd5851bf38d,0ngtyvPUKR4YTtkVKvZP02,folk
34,3wpZTp7HM8Dv25oExNgCC6,Ingrid Michaelson,Be OK,Keep Breathing,54,205586,False,0.52,0.308,7,-11.996,1,0.0331,0.776,0.00285,0.115,0.187,125.93,3,acoustic,https://www.last.fm/music/ingrid%2bmichaelson/_/keep%2bbreathing,Keep Breathing,Ingrid Michaelson,"['melancholy', 'sad', 'mellow']",16,5.677935483870968,3.837096774193548,5.643290322580644,74f11f87-85fc-4364-b77c-a638ecbb2319,3wpZTp7HM8Dv25oExNgCC6,singer-songwriter
35,7pq5vONxrAy8T773nhkiW3,Gabrielle Aplin,English Rain,Salvation,50,248506,False,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,4,acoustic,https://www.last.fm/music/gabrielle%2baplin/_/salvation,Salvation,Gabrielle Aplin,"['ethereal', 'sparkling']",6,6.58668085106383,4.909957446808511,5.722723404255319,3ce298dd-1af3-4523-b0a7-e7da31f4c851,7pq5vONxrAy8T773nhkiW3,british
36,1jyddn36UN4tVsJGtaJfem,Ray LaMontagne,Gossip In The Grain,You Are the Best Thing,67,231840,False,0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,4,acoustic,https://www.last.fm/music/ray%2blamontagne/_/you%2bare%2bthe%2bbest%2bthing,You Are the Best Thing,Ray LaMontagne,['mellow'],10,6.958111111111111,3.804222222222223,6.619555555555555,99e48e19-f33d-4290-afa0-483962f0213b,1jyddn36UN4tVsJGtaJfem,soul
37,4GiLKZ6Fd3d5UMJMGuzAA0,Matt Nathanson,American Wedding,Laid,50,182826,False,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61e-05,0.213,0.744,119.862,4,acoustic,https://www.last.fm/music/matt%2bnathanson/_/laid,Laid,Matt Nathanson,"['fun', 'happy']",12,7.141456310679611,4.910388349514563,6.369029126213592,3a3f038c-b0fb-460c-bcb4-b69ac6a3ace0,4GiLKZ6Fd3d5UMJMGuzAA0,singer-songwriter
38,4G8wt3fUBpgBjI35TBF2eQ,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,43,241120,False,0.459,0.14,9,-15.482,1,0.0367,0.895,0.00565,0.138,0.146,128.904,4,acoustic,https://www.last.fm/music/rachael%2byamagata/_/duet,Duet,Rachael Yamagata,['sweet'],7,5.60410909090909,3.810400000000001,5.491309090909091,5186ff5c-e0d6-4c03-a87f-fe94792f4168,4G8wt3fUBpgBjI35TBF2eQ,folk
39,27wq82gy6a868oA5HNLRGv,Eddie Vedder,Into The Wild (Music For The Motion Picture),Photographs,51,60413,False,0.539,0.353,3,-10.191,1,0.0464,0.571,0.626,0.0877,0.321,54.571,4,acoustic,https://www.last.fm/music/eddie%2bvedder/_/photographs,Photographs,Eddie Vedder,['sentimental'],1,6.27,2.95,6.73,,27wq82gy6a868oA5HNLRGv,alternative
40,0eyE0L7FbNrXaByFzMXT1C,Greg Laswell,Three Flights From Alto Nido,And Then You,47,209583,False,0.63,0.342,7,-13.377,1,0.0245,0.817,0.00432,0.0965,0.552,77.515,4,acoustic,https://www.last.fm/music/greg%2blaswell/_/and%2bthen%2byou,And Then You,Greg Laswell,"['romantic', 'calm']",7,6.400474308300394,3.3975098814229248,6.531818181818182,62d17621-14c6-4103-bd60-795c2be1227d,0eyE0L7FbNrXaByFzMXT1C,folk
41,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Waiting for My Rocket to Come,The Remedy (I Won't Worry),60,256440,False,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,4,acoustic,https://www.last.fm/music/jason%2bmraz/_/the%2bremedy%2b%2528i%2bwon%2527t%2bworry%2529,The Remedy (I Won't Worry),Jason Mraz,['happy'],9,7.220877192982456,4.694385964912281,6.604736842105263,fbf932b0-efd3-4c87-8981-922bb8338f9d,4tK4ARuilOrBzwVQK73E0Y,pop
42,5bC6ONDsL88snGN6QasjZH,Sonny Boy Williamson II,More Real Folk Blues,Help Me,60,188200,False,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,4,acoustic,https://www.last.fm/music/sonny%2bboy%2bwilliamson%2b%2528ii%2529/_/help%2bme,Help Me,Sonny Boy Williamson (II),['lazy'],2,3.303333333333333,3.4233333333333333,5.556666666666667,ef390460-a6ae-49da-ac07-2b8da9bbd479,5bC6ONDsL88snGN6QasjZH,blues
43,56AecW9Anb0CY6HpgWvcg9,Ray LaMontagne,Gossip In The Grain,Let It Be Me,58,280226,False,0.614,0.283,0,-8.008,1,0.027,0.472,0.0,0.114,0.331,107.673,3,acoustic,https://www.last.fm/music/ray%2blamontagne/_/let%2bit%2bbe%2bme,Let It Be Me,Ray LaMontagne,['mellow'],13,6.906776859504132,3.585206611570248,6.584462809917356,669f447f-c138-418e-befb-741953b7f750,56AecW9Anb0CY6HpgWvcg9,folk
44,0pegFWSUOTiG0sLVEfxtvA,Brandi Carlile,Bear Creek,Heart's Content,59,214666,False,0.564,0.209,3,-8.922,1,0.0317,0.724,3.99e-05,0.107,0.402,109.024,4,acoustic,https://www.last.fm/music/brandi%2bcarlile/_/heart%2527s%2bcontent,Heart's Content,Brandi Carlile,['sweet'],3,7.133333333333334,4.006666666666667,6.183333333333334,ddf4f124-85aa-4b07-b330-0ec3867fcc05,0pegFWSUOTiG0sLVEfxtvA,singer-songwriter
45,2ZaYFNn1YQuLSVdHhanr4Q,Joshua Radin,We Were Here,Only You,56,149013,False,0.545,0.255,8,-14.844,1,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,4,acoustic,https://www.last.fm/music/joshua%2bradin/_/only%2byou,Only You,Joshua Radin,"['romantic', 'mellow']",20,6.781283422459894,3.8848128342246,6.312727272727275,020d8c2b-3dd9-464f-b5fc-a5e5fbcfb18d,2ZaYFNn1YQuLSVdHhanr4Q,acoustic
46,5uNEaSgkkPw6vLCUh3KsdQ,Jon McLaughlin,Indiana,Beautiful Disaster,52,251640,False,0.432,0.664,7,-4.662,1,0.0302,0.215,0.0,0.15,0.294,156.216,4,acoustic,https://www.last.fm/music/jon%2bmclaughlin/_/beautiful%2bdisaster,Beautiful Disaster,Jon McLaughlin,['sad'],20,6.5316541353383455,4.429924812030075,5.919172932330827,dde51e6b-1518-4ee8-b245-4a1d965f18d4,5uNEaSgkkPw6vLCUh3KsdQ,pop
47,0UgmLwOrTeOCUNwV07a5AD,Sara Bareilles,Kaleidoscope Heart,Breathe Again,51,298280,False,0.366,0.482,5,-7.9,1,0.0278,0.288,0.00655,0.117,0.278,169.677,4,acoustic,https://www.last.fm/music/sara%2bbareilles/_/breathe%2bagain,Breathe Again,Sara Bareilles,"['intense', 'delicate', 'romantic', 'bittersweet', 'nostalgic', 'sentimental', 'wistful', 'powerful', 'calm']",18,4.693252032520325,3.783333333333333,4.749837398373984,02843507-73bb-449f-87fa-9bdcf42968bf,0UgmLwOrTeOCUNwV07a5AD,singer-songwriter
48,5aGkIyzLVYGuLIHkxpNAFF,Ray LaMontagne,Trouble,Trouble,59,241546,False,0.325,0.424,7,-12.733,1,0.0438,0.341,0.000267,0.23,0.494,173.352,3,acoustic,https://www.last.fm/music/ray%2blamontagne/_/trouble,Trouble,Ray LaMontagne,['mellow'],12,6.078411214953271,3.585700934579439,6.287102803738317,55c76022-6953-4b83-b558-516105a548ff,5aGkIyzLVYGuLIHkxpNAFF,singer-songwriter
49,4JAVT5eeiKjHrNNxQQrs4J,Rosi Golan,The Drifter and the Gypsy,Hazy (Featuring William Fitzsimmons),43,235960,False,0.515,0.0686,0,-17.61,1,0.0401,0.936,0.000129,0.117,0.33,113.185,5,acoustic,https://www.last.fm/music/rosi%2bgolan/_/hazy%2b%2528feat.%2bwilliam%2bfitzsimmons%2529,Hazy (feat. William Fitzsimmons),Rosi Golan,"['gentle', 'reflective']",7,6.350340909090908,3.57875,6.210113636363636,,4JAVT5eeiKjHrNNxQQrs4J,folk
50,4qoD4IJbbir3hsAu4IowiG,The Civil Wars,The Civil Wars,Devil's Backbone,47,149426,False,0.254,0.349,4,-10.02,0,0.0379,0.85,2.95e-05,0.234,0.303,170.214,3,acoustic,https://www.last.fm/music/the%2bcivil%2bwars/_/devil%2527s%2bbackbone,Devil's Backbone,The Civil Wars,['dark'],2,4.255,3.85,5.025,24eadbc2-798c-4565-a820-7ab729a4c2c3,4qoD4IJbbir3hsAu4IowiG,alternative
51,3tInTDUq8wdIMw5ftohmqJ,Ingrid Michaelson,Lights Out,Girls Chase Boys,56,221413,False,0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4,acoustic,https://www.last.fm/music/ingrid%2bmichaelson/_/girls%2bchase%2bboys,Girls Chase Boys,Ingrid Michaelson,"['ethereal', 'fun']",3,4.51,3.19,4.196666666666667,dfde5e73-7cf4-48cd-a81f-7c59d559944a,3tInTDUq8wdIMw5ftohmqJ,pop
52,0qAMjeQFyd1qD0LDiV8gWp,KT Tunstall,Eye To The Telescope,Black Horse And The Cherry Tree,67,172373,False,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,4,acoustic,https://www.last.fm/music/kt%2btunstall/_/black%2bhorse%2b%2526%2bthe%2bcherry,Black Horse & The Cherry,KT Tunstall,['lively'],12,7.021123595505619,5.484269662921348,6.564382022471911,04740490-082b-4142-9932-e0940b1dbf16,0qAMjeQFyd1qD0LDiV8gWp,pop
53,4a7aKxh344UzFEVd0k5lwi,Frank Turner,England Keep My Bones (Deluxe Edition),Redemption,28,288133,False,0.658,0.678,4,-6.807,1,0.0284,0.00897,0.0,0.0914,0.63,131.976,4,acoustic,https://www.last.fm/music/frank%2bturner/_/redemption,Redemption,Frank Turner,['bittersweet'],1,5.09,4.21,4.52,b73b67d7-6f25-49cd-8f07-f3376ebbceca,4a7aKxh344UzFEVd0k5lwi,singer-songwriter
54,6i1wlqIigKZTvMk0LTh5Id,Marc Broussard,Carencro,Rocksteady,28,243840,False,0.719,0.849,1,-4.233,0,0.0352,0.018,1.37e-06,0.0379,0.886,120.063,4,acoustic,https://www.last.fm/music/marc%2bbroussard/_/rocksteady,Rocksteady,Marc Broussard,['driving'],6,5.936947368421053,4.103052631578947,5.499684210526316,9f58556e-5156-4554-b4ef-80c8f302ed95,6i1wlqIigKZTvMk0LTh5Id,acoustic
55,2mKjs6s0Z1imKKb6gOk628,Jason Mraz,Waiting for My Rocket to Come,You and I Both,57,218240,False,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,4,acoustic,https://www.last.fm/music/jason%2bmraz/_/you%2band%2bi%2bboth,You And I Both,Jason Mraz,"['happy', 'sweet', 'mellow']",14,7.499844961240311,4.843178294573644,6.317984496124032,9891380f-5159-4e54-8cf6-e3353cde2480,2mKjs6s0Z1imKKb6gOk628,pop
56,37pK088xTo1ZpR3y23wsFk,Amos Lee,Amos Lee,Arms Of A Woman,60,251440,False,0.54,0.0674,9,-13.778,1,0.0368,0.888,0.000382,0.109,0.12,141.988,3,acoustic,https://www.last.fm/music/amos%2blee/_/arms%2bof%2ba%2bwoman,Arms Of A Woman,Amos Lee,"['romantic', 'smooth']",20,6.467042253521128,3.534460093896713,6.325868544600938,938954cd-db32-45f1-b038-3a7d8994a792,37pK088xTo1ZpR3y23wsFk,singer-songwriter
